date,indicator,value,entity
2021-04-14,Weekly new hospital admissions,1378.0,United Kingdom
2021-04-15,Weekly new hospital admissions,1334.0,United Kingdom
2021-04-16,Weekly new hospital admissions,1286.0,United Kingdom
2021-04-17,Weekly new hospital admissions,1259.0,United Kingdom
2021-04-18,Weekly new hospital admissions,1192.0,United Kingdom
2021-04-19,Weekly new hospital admissions,1164.0,United Kingdom
2021-04-20,Weekly new hospital admissions,1116.0,United Kingdom
2021-04-21,Weekly new hospital admissions,1092.0,United Kingdom
2021-04-22,Weekly new hospital admissions,1053.0,United Kingdom
2021-04-23,Weekly new hospital admissions,1047.0,United Kingdom
2021-04-24,Weekly new hospital admissions,1019.0,United Kingdom
2021-04-25,Weekly new hospital admissions,1017.0,United Kingdom
2021-04-26,Weekly new hospital admissions,976.0,United Kingdom
2021-04-27,Weekly new hospital admissions,1007.0,United Kingdom
2021-04-28,Weekly new hospital admissions,950.0,United Kingdom
2021-04-29,Weekly new hospital admissions,931.0,United Kingdom
2021-04-30,Weekly new hospital admissions,892.0,United Kingdom
2021-05-01,Weekly new hospital admissions,861.0,United Kingdom
2021-05-02,Weekly new hospital admissions,845.0,United Kingdom
2021-05-03,Weekly new hospital admissions,833.0,United Kingdom
2021-05-04,Weekly new hospital admissions,772.0,United Kingdom
2021-05-05,Weekly new hospital admissions,777.0,United Kingdom
2021-05-06,Weekly new hospital admissions,797.0,United Kingdom
2021-05-07,Weekly new hospital admissions,786.0,United Kingdom
2021-05-08,Weekly new hospital admissions,796.0,United Kingdom
2021-05-09,Weekly new hospital admissions,775.0,United Kingdom
2021-05-10,Weekly new hospital admissions,760.0,United Kingdom
2021-05-11,Weekly new hospital admissions,766.0,United Kingdom
2021-05-12,Weekly new hospital admissions,768.0,United Kingdom
2021-05-13,Weekly new hospital admissions,750.0,United Kingdom
2021-05-14,Weekly new hospital admissions,745.0,United Kingdom
2021-05-15,Weekly new hospital admissions,726.0,United Kingdom
2021-05-16,Weekly new hospital admissions,706.0,United Kingdom
2021-05-17,Weekly new hospital admissions,702.0,United Kingdom
2021-05-18,Weekly new hospital admissions,721.0,United Kingdom
2021-05-19,Weekly new hospital admissions,728.0,United Kingdom
2021-05-20,Weekly new hospital admissions,756.0,United Kingdom
2021-05-21,Weekly new hospital admissions,782.0,United Kingdom
2021-05-22,Weekly new hospital admissions,811.0,United Kingdom
2021-05-23,Weekly new hospital admissions,847.0,United Kingdom
2021-05-24,Weekly new hospital admissions,885.0,United Kingdom
2021-05-25,Weekly new hospital admissions,893.0,United Kingdom
2021-05-26,Weekly new hospital admissions,898.0,United Kingdom
2021-05-27,Weekly new hospital admissions,894.0,United Kingdom
2021-05-28,Weekly new hospital admissions,909.0,United Kingdom
2021-05-29,Weekly new hospital admissions,893.0,United Kingdom
2021-05-30,Weekly new hospital admissions,889.0,United Kingdom
2021-05-31,Weekly new hospital admissions,872.0,United Kingdom
2021-06-01,Weekly new hospital admissions,893.0,United Kingdom
2021-06-02,Weekly new hospital admissions,893.0,United Kingdom
2021-06-03,Weekly new hospital admissions,894.0,United Kingdom
2021-06-04,Weekly new hospital admissions,882.0,United Kingdom
2021-06-05,Weekly new hospital admissions,906.0,United Kingdom
2021-06-06,Weekly new hospital admissions,951.0,United Kingdom
2021-06-07,Weekly new hospital admissions,1002.0,United Kingdom
2021-06-08,Weekly new hospital admissions,1035.0,United Kingdom
2021-06-09,Weekly new hospital admissions,1094.0,United Kingdom
2021-06-10,Weekly new hospital admissions,1166.0,United Kingdom
2021-06-11,Weekly new hospital admissions,1220.0,United Kingdom
2021-06-12,Weekly new hospital admissions,1272.0,United Kingdom
2021-06-13,Weekly new hospital admissions,1338.0,United Kingdom
2021-06-14,Weekly new hospital admissions,1390.0,United Kingdom
2021-06-15,Weekly new hospital admissions,1430.0,United Kingdom
2021-06-16,Weekly new hospital admissions,1471.0,United Kingdom
2021-06-17,Weekly new hospital admissions,1514.0,United Kingdom
2021-06-18,Weekly new hospital admissions,1572.0,United Kingdom
2021-06-19,Weekly new hospital admissions,1605.0,United Kingdom
2021-06-20,Weekly new hospital admissions,1589.0,United Kingdom
2021-06-21,Weekly new hospital admissions,1594.0,United Kingdom
2021-06-22,Weekly new hospital admissions,1603.0,United Kingdom
2021-06-23,Weekly new hospital admissions,1644.0,United Kingdom
2021-06-24,Weekly new hospital admissions,1654.0,United Kingdom
2021-06-25,Weekly new hospital admissions,1671.0,United Kingdom
2021-06-26,Weekly new hospital admissions,1726.0,United Kingdom
2021-06-27,Weekly new hospital admissions,1782.0,United Kingdom
2021-06-28,Weekly new hospital admissions,1859.0,United Kingdom
2021-06-29,Weekly new hospital admissions,1985.0,United Kingdom
2021-06-30,Weekly new hospital admissions,2128.0,United Kingdom
2021-07-01,Weekly new hospital admissions,2245.0,United Kingdom
2021-07-02,Weekly new hospital admissions,2371.0,United Kingdom
2021-07-03,Weekly new hospital admissions,2498.0,United Kingdom
2021-07-04,Weekly new hospital admissions,2701.0,United Kingdom
2021-07-05,Weekly new hospital admissions,2908.0,United Kingdom
2021-07-06,Weekly new hospital admissions,3124.0,United Kingdom
2021-07-07,Weekly new hospital admissions,3274.0,United Kingdom
2021-07-08,Weekly new hospital admissions,3508.0,United Kingdom
2021-07-09,Weekly new hospital admissions,3683.0,United Kingdom
2021-07-10,Weekly new hospital admissions,3833.0,United Kingdom
2021-07-11,Weekly new hospital admissions,3957.0,United Kingdom
2021-07-12,Weekly new hospital admissions,4166.0,United Kingdom
2021-07-13,Weekly new hospital admissions,4329.0,United Kingdom
2021-07-14,Weekly new hospital admissions,4510.0,United Kingdom
2021-07-15,Weekly new hospital admissions,4672.0,United Kingdom
2021-07-16,Weekly new hospital admissions,4813.0,United Kingdom
2021-07-17,Weekly new hospital admissions,4971.0,United Kingdom
2021-07-18,Weekly new hospital admissions,5176.0,United Kingdom
2021-07-19,Weekly new hospital admissions,5326.0,United Kingdom
2021-07-20,Weekly new hospital admissions,5506.0,United Kingdom
2021-07-21,Weekly new hospital admissions,5684.0,United Kingdom
2021-07-22,Weekly new hospital admissions,5872.0,United Kingdom
2021-07-23,Weekly new hospital admissions,6020.0,United Kingdom
2021-07-24,Weekly new hospital admissions,6142.0,United Kingdom
2021-07-25,Weekly new hospital admissions,6284.0,United Kingdom
2021-07-26,Weekly new hospital admissions,6344.0,United Kingdom
2021-07-27,Weekly new hospital admissions,6336.0,United Kingdom
2021-07-28,Weekly new hospital admissions,6273.0,United Kingdom
2021-07-29,Weekly new hospital admissions,6160.0,United Kingdom
2021-07-30,Weekly new hospital admissions,6058.0,United Kingdom
2021-07-31,Weekly new hospital admissions,5905.0,United Kingdom
2021-08-01,Weekly new hospital admissions,5705.0,United Kingdom
2021-08-02,Weekly new hospital admissions,5554.0,United Kingdom
2021-08-03,Weekly new hospital admissions,5400.0,United Kingdom
2021-08-04,Weekly new hospital admissions,5369.0,United Kingdom
2021-08-05,Weekly new hospital admissions,5325.0,United Kingdom
2021-08-06,Weekly new hospital admissions,5341.0,United Kingdom
2021-08-07,Weekly new hospital admissions,5386.0,United Kingdom
2021-08-08,Weekly new hospital admissions,5383.0,United Kingdom
2021-08-09,Weekly new hospital admissions,5346.0,United Kingdom
2021-08-10,Weekly new hospital admissions,5460.0,United Kingdom
2021-08-11,Weekly new hospital admissions,5466.0,United Kingdom
2021-08-12,Weekly new hospital admissions,5522.0,United Kingdom
2021-08-13,Weekly new hospital admissions,5547.0,United Kingdom
2021-08-14,Weekly new hospital admissions,5609.0,United Kingdom
2021-08-15,Weekly new hospital admissions,5670.0,United Kingdom
2021-08-16,Weekly new hospital admissions,5782.0,United Kingdom
2021-08-17,Weekly new hospital admissions,5858.0,United Kingdom
2021-08-18,Weekly new hospital admissions,5927.0,United Kingdom
2021-08-19,Weekly new hospital admissions,6010.0,United Kingdom
2021-08-20,Weekly new hospital admissions,6085.0,United Kingdom
2021-08-21,Weekly new hospital admissions,6180.0,United Kingdom
2021-08-22,Weekly new hospital admissions,6214.0,United Kingdom
2021-08-23,Weekly new hospital admissions,6321.0,United Kingdom
2021-08-24,Weekly new hospital admissions,6354.0,United Kingdom
2021-08-25,Weekly new hospital admissions,6480.0,United Kingdom
2021-08-26,Weekly new hospital admissions,6488.0,United Kingdom
2021-08-27,Weekly new hospital admissions,6567.0,United Kingdom
2021-08-28,Weekly new hospital admissions,6551.0,United Kingdom
2021-08-29,Weekly new hospital admissions,6569.0,United Kingdom
2021-08-30,Weekly new hospital admissions,6590.0,United Kingdom
2021-08-31,Weekly new hospital admissions,6595.0,United Kingdom
2021-09-01,Weekly new hospital admissions,6629.0,United Kingdom
2021-09-02,Weekly new hospital admissions,6670.0,United Kingdom
2021-09-03,Weekly new hospital admissions,6652.0,United Kingdom
2021-09-04,Weekly new hospital admissions,6737.0,United Kingdom
2021-09-05,Weekly new hospital admissions,6762.0,United Kingdom
2021-09-06,Weekly new hospital admissions,6844.0,United Kingdom
2021-09-07,Weekly new hospital admissions,6938.0,United Kingdom
2021-09-08,Weekly new hospital admissions,7028.0,United Kingdom
2021-09-09,Weekly new hospital admissions,7075.0,United Kingdom
2021-09-10,Weekly new hospital admissions,7075.0,United Kingdom
2021-09-11,Weekly new hospital admissions,6978.0,United Kingdom
2021-09-12,Weekly new hospital admissions,6966.0,United Kingdom
2021-09-13,Weekly new hospital admissions,6827.0,United Kingdom
2021-09-14,Weekly new hospital admissions,6677.0,United Kingdom
2021-09-15,Weekly new hospital admissions,6459.0,United Kingdom
2021-09-16,Weekly new hospital admissions,6308.0,United Kingdom
2021-09-17,Weekly new hospital admissions,6131.0,United Kingdom
2021-09-18,Weekly new hospital admissions,6029.0,United Kingdom
2021-09-19,Weekly new hospital admissions,5891.0,United Kingdom
2021-09-20,Weekly new hospital admissions,5769.0,United Kingdom
2021-09-21,Weekly new hospital admissions,5627.0,United Kingdom
2021-09-22,Weekly new hospital admissions,5430.0,United Kingdom
2021-09-23,Weekly new hospital admissions,5319.0,United Kingdom
2021-09-24,Weekly new hospital admissions,5291.0,United Kingdom
2021-09-25,Weekly new hospital admissions,5214.0,United Kingdom
2021-09-26,Weekly new hospital admissions,5155.0,United Kingdom
2021-09-27,Weekly new hospital admissions,5121.0,United Kingdom
2021-09-28,Weekly new hospital admissions,5107.0,United Kingdom
2021-09-29,Weekly new hospital admissions,5165.0,United Kingdom
2021-09-30,Weekly new hospital admissions,5081.0,United Kingdom
2021-10-01,Weekly new hospital admissions,5055.0,United Kingdom
2021-10-02,Weekly new hospital admissions,5081.0,United Kingdom
2021-10-03,Weekly new hospital admissions,5130.0,United Kingdom
2021-10-04,Weekly new hospital admissions,5163.0,United Kingdom
2021-10-05,Weekly new hospital admissions,5216.0,United Kingdom
2021-10-06,Weekly new hospital admissions,5190.0,United Kingdom
2021-10-07,Weekly new hospital admissions,5324.0,United Kingdom
2021-10-08,Weekly new hospital admissions,5426.0,United Kingdom
2021-10-09,Weekly new hospital admissions,5491.0,United Kingdom
2021-10-10,Weekly new hospital admissions,5506.0,United Kingdom
2021-10-11,Weekly new hospital admissions,5534.0,United Kingdom
2021-10-12,Weekly new hospital admissions,5633.0,United Kingdom
2021-10-13,Weekly new hospital admissions,5770.0,United Kingdom
2021-10-14,Weekly new hospital admissions,5847.0,United Kingdom
2021-10-15,Weekly new hospital admissions,6002.0,United Kingdom
2021-10-16,Weekly new hospital admissions,6125.0,United Kingdom
2021-10-17,Weekly new hospital admissions,6360.0,United Kingdom
2021-10-18,Weekly new hospital admissions,6599.0,United Kingdom
2021-10-19,Weekly new hospital admissions,6768.0,United Kingdom
2021-10-20,Weekly new hospital admissions,6951.0,United Kingdom
2021-10-21,Weekly new hospital admissions,7025.0,United Kingdom
2021-10-22,Weekly new hospital admissions,7018.0,United Kingdom
2021-10-23,Weekly new hospital admissions,7042.0,United Kingdom
2021-10-24,Weekly new hospital admissions,7036.0,United Kingdom
2021-10-25,Weekly new hospital admissions,7016.0,United Kingdom
2021-10-26,Weekly new hospital admissions,7021.0,United Kingdom
2021-10-27,Weekly new hospital admissions,7084.0,United Kingdom
2021-10-28,Weekly new hospital admissions,7183.0,United Kingdom
2021-10-29,Weekly new hospital admissions,7256.0,United Kingdom
2021-10-30,Weekly new hospital admissions,7237.0,United Kingdom
2021-10-31,Weekly new hospital admissions,7287.0,United Kingdom
2021-11-01,Weekly new hospital admissions,7315.0,United Kingdom
2021-11-02,Weekly new hospital admissions,7284.0,United Kingdom
2021-11-03,Weekly new hospital admissions,7097.0,United Kingdom
2021-11-04,Weekly new hospital admissions,6897.0,United Kingdom
2021-11-05,Weekly new hospital admissions,6727.0,United Kingdom
2021-11-06,Weekly new hospital admissions,6663.0,United Kingdom
2021-11-07,Weekly new hospital admissions,6542.0,United Kingdom
2021-11-08,Weekly new hospital admissions,6461.0,United Kingdom
2021-11-09,Weekly new hospital admissions,6363.0,United Kingdom
2021-11-10,Weekly new hospital admissions,6372.0,United Kingdom
2021-11-11,Weekly new hospital admissions,6455.0,United Kingdom
2021-11-12,Weekly new hospital admissions,6490.0,United Kingdom
2021-11-13,Weekly new hospital admissions,6440.0,United Kingdom
2021-11-14,Weekly new hospital admissions,6359.0,United Kingdom
2021-11-15,Weekly new hospital admissions,6192.0,United Kingdom
2021-11-16,Weekly new hospital admissions,6105.0,United Kingdom
2021-11-17,Weekly new hospital admissions,5980.0,United Kingdom
2021-11-18,Weekly new hospital admissions,5864.0,United Kingdom
2021-11-19,Weekly new hospital admissions,5760.0,United Kingdom
2021-11-20,Weekly new hospital admissions,5712.0,United Kingdom
2021-11-21,Weekly new hospital admissions,5662.0,United Kingdom
2021-11-22,Weekly new hospital admissions,5561.0,United Kingdom
2021-11-23,Weekly new hospital admissions,5449.0,United Kingdom
2021-11-24,Weekly new hospital admissions,5498.0,United Kingdom
2021-11-25,Weekly new hospital admissions,5437.0,United Kingdom
2021-11-26,Weekly new hospital admissions,5396.0,United Kingdom
2021-11-27,Weekly new hospital admissions,5386.0,United Kingdom
2021-11-28,Weekly new hospital admissions,5337.0,United Kingdom
2021-11-29,Weekly new hospital admissions,5403.0,United Kingdom
2021-11-30,Weekly new hospital admissions,5464.0,United Kingdom
2021-12-01,Weekly new hospital admissions,5381.0,United Kingdom
2021-12-02,Weekly new hospital admissions,5427.0,United Kingdom
2021-12-03,Weekly new hospital admissions,5427.0,United Kingdom
2021-12-04,Weekly new hospital admissions,5458.0,United Kingdom
2021-12-05,Weekly new hospital admissions,5590.0,United Kingdom
2021-12-06,Weekly new hospital admissions,5659.0,United Kingdom
2021-12-07,Weekly new hospital admissions,5761.0,United Kingdom
2021-12-08,Weekly new hospital admissions,5829.0,United Kingdom
2021-12-09,Weekly new hospital admissions,5953.0,United Kingdom
2021-12-10,Weekly new hospital admissions,6049.0,United Kingdom
2021-12-11,Weekly new hospital admissions,6093.0,United Kingdom
2021-12-12,Weekly new hospital admissions,6118.0,United Kingdom
2021-12-13,Weekly new hospital admissions,6166.0,United Kingdom
2021-12-14,Weekly new hospital admissions,6176.0,United Kingdom
2021-12-15,Weekly new hospital admissions,6228.0,United Kingdom
2021-12-16,Weekly new hospital admissions,6190.0,United Kingdom
2021-12-17,Weekly new hospital admissions,6226.0,United Kingdom
2021-12-18,Weekly new hospital admissions,6273.0,United Kingdom
2021-12-19,Weekly new hospital admissions,6423.0,United Kingdom
2021-12-20,Weekly new hospital admissions,6722.0,United Kingdom
2021-12-21,Weekly new hospital admissions,7019.0,United Kingdom
2021-12-22,Weekly new hospital admissions,7487.0,United Kingdom
2021-12-23,Weekly new hospital admissions,7980.0,United Kingdom
2021-12-24,Weekly new hospital admissions,8304.0,United Kingdom
2021-12-25,Weekly new hospital admissions,8881.0,United Kingdom
2021-12-26,Weekly new hospital admissions,9402.0,United Kingdom
2021-12-27,Weekly new hospital admissions,10141.0,United Kingdom
2021-12-28,Weekly new hospital admissions,11192.0,United Kingdom
2021-12-29,Weekly new hospital admissions,12420.0,United Kingdom
2021-12-30,Weekly new hospital admissions,13401.0,United Kingdom
2021-12-31,Weekly new hospital admissions,14301.0,United Kingdom
2022-01-01,Weekly new hospital admissions,14954.0,United Kingdom
2022-01-02,Weekly new hospital admissions,15523.0,United Kingdom
2022-01-03,Weekly new hospital admissions,16030.0,United Kingdom
2022-01-04,Weekly new hospital admissions,16131.0,United Kingdom
2022-01-05,Weekly new hospital admissions,15884.0,United Kingdom
2022-01-06,Weekly new hospital admissions,15831.0,United Kingdom
2022-01-07,Weekly new hospital admissions,15777.0,United Kingdom
2022-01-08,Weekly new hospital admissions,15800.0,United Kingdom
2022-01-09,Weekly new hospital admissions,15905.0,United Kingdom
2022-01-10,Weekly new hospital admissions,15897.0,United Kingdom
2022-01-11,Weekly new hospital admissions,15912.0,United Kingdom
2022-01-12,Weekly new hospital admissions,15705.0,United Kingdom
2022-01-13,Weekly new hospital admissions,15527.0,United Kingdom
2022-01-14,Weekly new hospital admissions,15419.0,United Kingdom
2022-01-15,Weekly new hospital admissions,15111.0,United Kingdom
2022-01-16,Weekly new hospital admissions,14839.0,United Kingdom
2022-01-17,Weekly new hospital admissions,14400.0,United Kingdom
2022-01-18,Weekly new hospital admissions,13991.0,United Kingdom
2022-01-19,Weekly new hospital admissions,13781.0,United Kingdom
2022-01-20,Weekly new hospital admissions,13526.0,United Kingdom
2022-01-21,Weekly new hospital admissions,13265.0,United Kingdom
2022-01-22,Weekly new hospital admissions,12906.0,United Kingdom
2022-01-23,Weekly new hospital admissions,12661.0,United Kingdom
2022-01-24,Weekly new hospital admissions,12422.0,United Kingdom
2022-01-25,Weekly new hospital admissions,12288.0,United Kingdom
2022-01-26,Weekly new hospital admissions,12185.0,United Kingdom
2022-01-27,Weekly new hospital admissions,11957.0,United Kingdom
2022-01-28,Weekly new hospital admissions,11799.0,United Kingdom
2022-01-29,Weekly new hospital admissions,11818.0,United Kingdom
2022-01-30,Weekly new hospital admissions,11543.0,United Kingdom
2022-01-31,Weekly new hospital admissions,11423.0,United Kingdom
2022-02-01,Weekly new hospital admissions,11298.0,United Kingdom
2022-02-02,Weekly new hospital admissions,11059.0,United Kingdom
2022-02-03,Weekly new hospital admissions,10867.0,United Kingdom
2022-02-04,Weekly new hospital admissions,10758.0,United Kingdom
2022-02-05,Weekly new hospital admissions,10542.0,United Kingdom
2022-02-06,Weekly new hospital admissions,10458.0,United Kingdom
2022-02-07,Weekly new hospital admissions,10212.0,United Kingdom
2022-02-08,Weekly new hospital admissions,9930.0,United Kingdom
2022-02-09,Weekly new hospital admissions,9712.0,United Kingdom
2022-02-10,Weekly new hospital admissions,9560.0,United Kingdom
2022-02-11,Weekly new hospital admissions,9328.0,United Kingdom
2022-02-12,Weekly new hospital admissions,9237.0,United Kingdom
2022-02-13,Weekly new hospital admissions,9089.0,United Kingdom
2022-02-14,Weekly new hospital admissions,9016.0,United Kingdom
2022-02-15,Weekly new hospital admissions,8899.0,United Kingdom
2022-02-16,Weekly new hospital admissions,8860.0,United Kingdom
2022-02-17,Weekly new hospital admissions,8701.0,United Kingdom
2022-02-18,Weekly new hospital admissions,8628.0,United Kingdom
2022-02-19,Weekly new hospital admissions,8504.0,United Kingdom
2022-02-20,Weekly new hospital admissions,8438.0,United Kingdom
2022-02-21,Weekly new hospital admissions,8322.0,United Kingdom
2022-02-22,Weekly new hospital admissions,8144.0,United Kingdom
2022-02-23,Weekly new hospital admissions,7982.0,United Kingdom
2022-02-24,Weekly new hospital admissions,8016.0,United Kingdom
2022-02-25,Weekly new hospital admissions,8009.0,United Kingdom
2022-02-26,Weekly new hospital admissions,8072.0,United Kingdom
2022-02-27,Weekly new hospital admissions,8046.0,United Kingdom
2022-02-28,Weekly new hospital admissions,8219.0,United Kingdom
2022-03-01,Weekly new hospital admissions,8401.0,United Kingdom
2022-03-02,Weekly new hospital admissions,8628.0,United Kingdom
2022-03-03,Weekly new hospital admissions,8873.0,United Kingdom
2022-03-04,Weekly new hospital admissions,9131.0,United Kingdom
2022-03-05,Weekly new hospital admissions,9291.0,United Kingdom
2022-03-06,Weekly new hospital admissions,9649.0,United Kingdom
2022-03-07,Weekly new hospital admissions,9770.0,United Kingdom
2022-03-08,Weekly new hospital admissions,10101.0,United Kingdom
2022-03-09,Weekly new hospital admissions,10468.0,United Kingdom
2022-03-10,Weekly new hospital admissions,10721.0,United Kingdom
2022-03-11,Weekly new hospital admissions,11089.0,United Kingdom
2022-03-12,Weekly new hospital admissions,11469.0,United Kingdom
2022-03-13,Weekly new hospital admissions,11821.0,United Kingdom
2022-03-14,Weekly new hospital admissions,12277.0,United Kingdom
2022-03-15,Weekly new hospital admissions,12717.0,United Kingdom
2022-03-16,Weekly new hospital admissions,13042.0,United Kingdom
2022-03-17,Weekly new hospital admissions,13408.0,United Kingdom
2022-03-18,Weekly new hospital admissions,13656.0,United Kingdom
2022-03-19,Weekly new hospital admissions,14088.0,United Kingdom
2022-03-20,Weekly new hospital admissions,14316.0,United Kingdom
2022-03-21,Weekly new hospital admissions,14615.0,United Kingdom
2022-03-22,Weekly new hospital admissions,14911.0,United Kingdom
2022-03-23,Weekly new hospital admissions,15262.0,United Kingdom
2022-03-24,Weekly new hospital admissions,15521.0,United Kingdom
2022-03-25,Weekly new hospital admissions,15787.0,United Kingdom
2022-03-26,Weekly new hospital admissions,15864.0,United Kingdom
2022-03-27,Weekly new hospital admissions,16072.0,United Kingdom
2022-03-28,Weekly new hospital admissions,16343.0,United Kingdom
2022-03-29,Weekly new hospital admissions,16470.0,United Kingdom
2022-03-30,Weekly new hospital admissions,16658.0,United Kingdom
2022-03-31,Weekly new hospital admissions,16749.0,United Kingdom
2022-04-01,Weekly new hospital admissions,16647.0,United Kingdom
2022-04-02,Weekly new hospital admissions,16599.0,United Kingdom
2022-04-03,Weekly new hospital admissions,16654.0,United Kingdom
2022-04-04,Weekly new hospital admissions,16556.0,United Kingdom
2022-04-05,Weekly new hospital admissions,16596.0,United Kingdom
2022-04-06,Weekly new hospital admissions,16359.0,United Kingdom
2022-04-07,Weekly new hospital admissions,16190.0,United Kingdom
2022-04-08,Weekly new hospital admissions,16063.0,United Kingdom
2022-04-09,Weekly new hospital admissions,15882.0,United Kingdom
2022-04-10,Weekly new hospital admissions,15579.0,United Kingdom
2022-04-11,Weekly new hospital admissions,15234.0,United Kingdom
2022-04-12,Weekly new hospital admissions,14880.0,United Kingdom
2022-04-13,Weekly new hospital admissions,14564.0,United Kingdom
2022-04-14,Weekly new hospital admissions,14208.0,United Kingdom
2022-04-15,Weekly new hospital admissions,13848.0,United Kingdom
2022-04-16,Weekly new hospital admissions,13397.0,United Kingdom
2022-04-17,Weekly new hospital admissions,12891.0,United Kingdom
2022-04-18,Weekly new hospital admissions,12456.0,United Kingdom
2022-04-19,Weekly new hospital admissions,11841.0,United Kingdom
2022-04-20,Weekly new hospital admissions,11230.0,United Kingdom
2022-04-21,Weekly new hospital admissions,10770.0,United Kingdom
2022-04-22,Weekly new hospital admissions,10494.0,United Kingdom
2022-04-23,Weekly new hospital admissions,10254.0,United Kingdom
2022-04-24,Weekly new hospital admissions,9951.0,United Kingdom
2022-04-25,Weekly new hospital admissions,9557.0,United Kingdom
2022-04-26,Weekly new hospital admissions,9190.0,United Kingdom
2022-04-27,Weekly new hospital admissions,8908.0,United Kingdom
2022-04-28,Weekly new hospital admissions,8550.0,United Kingdom
2022-04-29,Weekly new hospital admissions,8185.0,United Kingdom
2022-04-30,Weekly new hospital admissions,7807.0,United Kingdom
2022-05-01,Weekly new hospital admissions,7532.0,United Kingdom
2022-05-02,Weekly new hospital admissions,7207.0,United Kingdom
2022-05-03,Weekly new hospital admissions,6978.0,United Kingdom
2022-05-04,Weekly new hospital admissions,6758.0,United Kingdom
2022-05-05,Weekly new hospital admissions,6558.0,United Kingdom
2022-05-06,Weekly new hospital admissions,6385.0,United Kingdom
2022-05-07,Weekly new hospital admissions,6265.0,United Kingdom
2022-05-08,Weekly new hospital admissions,6111.0,United Kingdom
2022-05-09,Weekly new hospital admissions,6016.0,United Kingdom
2022-05-10,Weekly new hospital admissions,5871.0,United Kingdom
2022-05-11,Weekly new hospital admissions,5642.0,United Kingdom
2022-05-12,Weekly new hospital admissions,5563.0,United Kingdom
2022-05-13,Weekly new hospital admissions,5371.0,United Kingdom
2022-05-14,Weekly new hospital admissions,5286.0,United Kingdom
2022-05-15,Weekly new hospital admissions,5170.0,United Kingdom
2022-05-16,Weekly new hospital admissions,5019.0,United Kingdom
2022-05-17,Weekly new hospital admissions,4819.0,United Kingdom
2022-05-18,Weekly new hospital admissions,4769.0,United Kingdom
2022-05-19,Weekly new hospital admissions,4635.0,United Kingdom
2022-05-20,Weekly new hospital admissions,4536.0,United Kingdom
2022-05-21,Weekly new hospital admissions,4372.0,United Kingdom
2022-05-22,Weekly new hospital admissions,4273.0,United Kingdom
2022-05-23,Weekly new hospital admissions,4171.0,United Kingdom
2022-05-24,Weekly new hospital admissions,4082.0,United Kingdom
2022-05-25,Weekly new hospital admissions,3958.0,United Kingdom
2022-05-26,Weekly new hospital admissions,3807.0,United Kingdom
2022-05-27,Weekly new hospital admissions,3804.0,United Kingdom
2022-05-28,Weekly new hospital admissions,3807.0,United Kingdom
2022-05-29,Weekly new hospital admissions,3792.0,United Kingdom
2022-05-30,Weekly new hospital admissions,3771.0,United Kingdom
2022-05-31,Weekly new hospital admissions,3784.0,United Kingdom
2022-06-01,Weekly new hospital admissions,3769.0,United Kingdom
2022-06-02,Weekly new hospital admissions,3792.0,United Kingdom
2022-06-03,Weekly new hospital admissions,3768.0,United Kingdom
2022-06-04,Weekly new hospital admissions,3843.0,United Kingdom
2022-06-05,Weekly new hospital admissions,3965.0,United Kingdom
2022-06-06,Weekly new hospital admissions,4140.0,United Kingdom
2022-06-07,Weekly new hospital admissions,4270.0,United Kingdom
2022-06-08,Weekly new hospital admissions,4497.0,United Kingdom
2022-06-09,Weekly new hospital admissions,4742.0,United Kingdom
2022-06-10,Weekly new hospital admissions,4987.0,United Kingdom
2022-06-11,Weekly new hospital admissions,5156.0,United Kingdom
2022-06-12,Weekly new hospital admissions,5299.0,United Kingdom
2022-06-13,Weekly new hospital admissions,5433.0,United Kingdom
2022-06-14,Weekly new hospital admissions,5651.0,United Kingdom
2022-06-15,Weekly new hospital admissions,5875.0,United Kingdom
2022-06-16,Weekly new hospital admissions,6102.0,United Kingdom
2022-06-17,Weekly new hospital admissions,6363.0,United Kingdom
2022-06-18,Weekly new hospital admissions,6598.0,United Kingdom
2022-06-19,Weekly new hospital admissions,6898.0,United Kingdom
2022-06-20,Weekly new hospital admissions,7265.0,United Kingdom
2022-06-21,Weekly new hospital admissions,7704.0,United Kingdom
2022-06-22,Weekly new hospital admissions,8020.0,United Kingdom
2022-06-23,Weekly new hospital admissions,8472.0,United Kingdom
2022-06-24,Weekly new hospital admissions,8791.0,United Kingdom
2022-06-25,Weekly new hospital admissions,9085.0,United Kingdom
2022-06-26,Weekly new hospital admissions,9471.0,United Kingdom
2022-06-27,Weekly new hospital admissions,9881.0,United Kingdom
2022-06-28,Weekly new hospital admissions,10216.0,United Kingdom
2022-06-29,Weekly new hospital admissions,10698.0,United Kingdom
2022-06-30,Weekly new hospital admissions,11098.0,United Kingdom
2022-07-01,Weekly new hospital admissions,11314.0,United Kingdom
2022-07-02,Weekly new hospital admissions,11674.0,United Kingdom
2022-07-03,Weekly new hospital admissions,12175.0,United Kingdom
2022-07-04,Weekly new hospital admissions,12671.0,United Kingdom
2022-07-05,Weekly new hospital admissions,13128.0,United Kingdom
2022-07-06,Weekly new hospital admissions,13486.0,United Kingdom
2022-07-07,Weekly new hospital admissions,13865.0,United Kingdom
2022-07-08,Weekly new hospital admissions,14240.0,United Kingdom
2022-07-09,Weekly new hospital admissions,14453.0,United Kingdom
